Work Step Code,Work Step Name,Scope Item Code,Delivery Method Code,Cost Component Code,Work Step Sequence,Included by Default,Notes
WS-GEN-DEP-AH-PRESTART-03,Set out work location,SI-GEN-DEP-AH,DM-GEN-DEP-AH-STD,CC-PRESTART,30,Yes,
WS-GEN-DEP-AH-HIRE-01,Mobilise / demobilise hire or overlay support,SI-GEN-DEP-AH,DM-GEN-DEP-AH-STD,CC-HIRE,10,Yes,
WS-GEN-HIRE-DAY-PRESTART-01,Review drawings and records,SI-GEN-HIRE-DAY,DM-GEN-HIRE-DAY-STD,CC-PRESTART,10,Yes,
WS-GEN-HIRE-DAY-PRESTART-02,Confirm site constraints and controls,SI-GEN-HIRE-DAY,DM-GEN-HIRE-DAY-STD,CC-PRESTART,20,Yes,
WS-GEN-HIRE-DAY-PRESTART-03,Set out work location,SI-GEN-HIRE-DAY,DM-GEN-HIRE-DAY-STD,CC-PRESTART,30,Yes,
WS-GEN-HIRE-DAY-HIRE-01,Mobilise / demobilise hire or overlay support,SI-GEN-HIRE-DAY,DM-GEN-HIRE-DAY-STD,CC-HIRE,10,Yes,
WS-GEN-HIRE-WK-PRESTART-01,Review drawings and records,SI-GEN-HIRE-WK,DM-GEN-HIRE-WK-STD,CC-PRESTART,10,Yes,
WS-GEN-HIRE-WK-PRESTART-02,Confirm site constraints and controls,SI-GEN-HIRE-WK,DM-GEN-HIRE-WK-STD,CC-PRESTART,20,Yes,
WS-GEN-HIRE-WK-PRESTART-03,Set out work location,SI-GEN-HIRE-WK,DM-GEN-HIRE-WK-STD,CC-PRESTART,30,Yes,
WS-GEN-HIRE-WK-HIRE-01,Mobilise / demobilise hire or overlay support,SI-GEN-HIRE-WK,DM-GEN-HIRE-WK-STD,CC-HIRE,10,Yes,
WS-GEN-FUEL-OVERLAY-01,Apply overlay support activity,SI-GEN-FUEL,DM-GEN-FUEL-STD,CC-OVERLAY,10,Yes,
WS-GEN-SWITCH-OVERLAY-01,Apply overlay support activity,SI-GEN-SWITCH,DM-GEN-SWITCH-STD,CC-OVERLAY,10,Yes,
WS-RAIL-TRACK-OVERLAY-01,Apply overlay support activity,SI-RAIL-TRACK,DM-RAIL-TRACK-STD,CC-OVERLAY,10,Yes,
